location_name,location_url,search_rank,search_term,location_found
Morris-Jumel Mansion,https://www.tripadvisor.com/Attraction_Review-g60763-d103500-Reviews-Morris_Jumel_Mansion-New_York_City_New_York.html,271,New York,"New York City, New York"
Gay Clubs & Bars (18),https://www.tripadvisor.com/Attractions-g60763-Activities-c20-t103-New_York_City_New_York.html,272,New York,"New York City, New York"
Castle Clinton National Monument,https://www.tripadvisor.com/Attraction_Review-g60763-d105811-Reviews-Castle_Clinton_National_Monument-New_York_City_New_York.html,273,New York,"New York City, New York"
American Ballet Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d555631-Reviews-American_Ballet_Theatre-New_York_City_New_York.html,274,New York,"New York City, New York"
Society of Illustrators,https://www.tripadvisor.com/Attraction_Review-g60763-d136147-Reviews-Society_of_Illustrators-New_York_City_New_York.html,275,New York,"New York City, New York"
New York City Hall,https://www.tripadvisor.com/Attraction_Review-g60763-d10031098-Reviews-New_York_City_Hall-New_York_City_New_York.html,276,New York,"New York City, New York"
Cort Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d3536255-Reviews-Cort_Theatre-New_York_City_New_York.html,277,New York,"New York City, New York"
General Electric Building,https://www.tripadvisor.com/Attraction_Review-g60763-d104362-Reviews-General_Electric_Building-New_York_City_New_York.html,278,New York,"New York City, New York"
Good Morning America Studios,https://www.tripadvisor.com/Attraction_Review-g60763-d1913046-Reviews-Good_Morning_America_Studios-New_York_City_New_York.html,279,New York,"New York City, New York"
Grace Church,https://www.tripadvisor.com/Attraction_Review-g60763-d142484-Reviews-Grace_Church-New_York_City_New_York.html,280,New York,"New York City, New York"
Bernard B. Jacobs Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d8515625-Reviews-Bernard_B_Jacobs_Theatre-New_York_City_New_York.html,281,New York,"New York City, New York"
Fashion Shows & Tours (2),https://www.tripadvisor.com/Attractions-g60763-Activities-c42-t241-New_York_City_New_York.html,282,New York,"New York City, New York"
James A. Farley Post Office,https://www.tripadvisor.com/Attraction_Review-g60763-d136100-Reviews-James_A_Farley_Post_Office-New_York_City_New_York.html,283,New York,"New York City, New York"
Wollman Rink,https://www.tripadvisor.com/Attraction_Review-g60763-d10755971-Reviews-Wollman_Rink-New_York_City_New_York.html,284,New York,"New York City, New York"
PlayStation Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d3225258-Reviews-PlayStation_Theater-New_York_City_New_York.html,285,New York,"New York City, New York"
No. 19 Washington Square,https://www.tripadvisor.com/Attraction_Review-g60763-d220064-Reviews-No_19_Washington_Square-New_York_City_New_York.html,286,New York,"New York City, New York"
Balto Statue,https://www.tripadvisor.com/Attraction_Review-g60763-d8770565-Reviews-Balto_Statue-New_York_City_New_York.html,287,New York,"New York City, New York"
United States Custom House,https://www.tripadvisor.com/Attraction_Review-g60763-d116392-Reviews-United_States_Custom_House-New_York_City_New_York.html,288,New York,"New York City, New York"
The Mall,https://www.tripadvisor.com/Attraction_Review-g60763-d532126-Reviews-The_Mall-New_York_City_New_York.html,289,New York,"New York City, New York"
Deno's Wonder Wheel Park,https://www.tripadvisor.com/Attraction_Review-g60763-d565041-Reviews-Deno_s_Wonder_Wheel_Park-New_York_City_New_York.html,290,New York,"New York City, New York"
FDNY Fire Zone,https://www.tripadvisor.com/Attraction_Review-g60763-d309426-Reviews-FDNY_Fire_Zone-New_York_City_New_York.html,291,New York,"New York City, New York"
Hudson River Greenway,https://www.tripadvisor.com/Attraction_Review-g60763-d7139632-Reviews-Hudson_River_Greenway-New_York_City_New_York.html,292,New York,"New York City, New York"
Rose Center for Earth and Space,https://www.tripadvisor.com/Attraction_Review-g60763-d107358-Reviews-Rose_Center_for_Earth_and_Space-New_York_City_New_York.html,293,New York,"New York City, New York"
The Studio Museum in Harlem,https://www.tripadvisor.com/Attraction_Review-g60763-d116230-Reviews-The_Studio_Museum_in_Harlem-New_York_City_New_York.html,294,New York,"New York City, New York"
First Corinthian Baptist Church,https://www.tripadvisor.com/Attraction_Review-g60763-d3474903-Reviews-First_Corinthian_Baptist_Church-New_York_City_New_York.html,295,New York,"New York City, New York"
Tweed Courthouse,https://www.tripadvisor.com/Attraction_Review-g60763-d136035-Reviews-Tweed_Courthouse-New_York_City_New_York.html,296,New York,"New York City, New York"
Obscura Antiques & Oddities,https://www.tripadvisor.com/Attraction_Review-g60763-d3853444-Reviews-Obscura_Antiques_Oddities-New_York_City_New_York.html,297,New York,"New York City, New York"
Houdini Museum of New York at Fantasma Magic,https://www.tripadvisor.com/Attraction_Review-g60763-d5770104-Reviews-Houdini_Museum_of_New_York_at_Fantasma_Magic-New_York_City_New_York.html,298,New York,"New York City, New York"
Manhattan Mall,https://www.tripadvisor.com/Attraction_Review-g60763-d208848-Reviews-Manhattan_Mall-New_York_City_New_York.html,299,New York,"New York City, New York"
World Trade Center Station (PATH),https://www.tripadvisor.com/Attraction_Review-g60763-d11727122-Reviews-World_Trade_Center_Station_PATH-New_York_City_New_York.html,300,New York,"New York City, New York"
Modell's,https://www.tripadvisor.com/Attraction_Review-g60763-d565630-Reviews-Modell_s-New_York_City_New_York.html,301,New York,"New York City, New York"
Fulton Center,https://www.tripadvisor.com/Attraction_Review-g60763-d7640339-Reviews-Fulton_Center-New_York_City_New_York.html,302,New York,"New York City, New York"
Broadhurst Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d8516236-Reviews-Broadhurst_Theatre-New_York_City_New_York.html,303,New York,"New York City, New York"
Tompkins Square Park,https://www.tripadvisor.com/Attraction_Review-g60763-d136290-Reviews-Tompkins_Square_Park-New_York_City_New_York.html,304,New York,"New York City, New York"
World Trade Center's Liberty Park,https://www.tripadvisor.com/Attraction_Review-g60763-d10535579-Reviews-World_Trade_Center_s_Liberty_Park-New_York_City_New_York.html,305,New York,"New York City, New York"
Artists & Fleas at Chelsea Market,https://www.tripadvisor.com/Attraction_Review-g60763-d7063255-Reviews-Artists_Fleas_at_Chelsea_Market-New_York_City_New_York.html,306,New York,"New York City, New York"
Church of Saint Mary the Virgin,https://www.tripadvisor.com/Attraction_Review-g60763-d548689-Reviews-Church_of_Saint_Mary_the_Virgin-New_York_City_New_York.html,307,New York,"New York City, New York"
MetLife Building,https://www.tripadvisor.com/Attraction_Review-g60763-d501518-Reviews-MetLife_Building-New_York_City_New_York.html,308,New York,"New York City, New York"
Pier 17,https://www.tripadvisor.com/Attraction_Review-g60763-d4961497-Reviews-Pier_17-New_York_City_New_York.html,309,New York,"New York City, New York"
The Juilliard School,https://www.tripadvisor.com/Attraction_Review-g60763-d207713-Reviews-The_Juilliard_School-New_York_City_New_York.html,310,New York,"New York City, New York"
Music Box Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d3725073-Reviews-Music_Box_Theatre-New_York_City_New_York.html,311,New York,"New York City, New York"
Temple Emanu-El,https://www.tripadvisor.com/Attraction_Review-g60763-d144059-Reviews-Temple_Emanu_El-New_York_City_New_York.html,312,New York,"New York City, New York"
The Art of the Brick by Nathan Sawaya,https://www.tripadvisor.com/Attraction_Review-g60763-d7134508-Reviews-The_Art_of_the_Brick_by_Nathan_Sawaya-New_York_City_New_York.html,313,New York,"New York City, New York"
Children's Museum of the Arts,https://www.tripadvisor.com/Attraction_Review-g60763-d144067-Reviews-Children_s_Museum_of_the_Arts-New_York_City_New_York.html,314,New York,"New York City, New York"
Skyscraper Museum,https://www.tripadvisor.com/Attraction_Review-g60763-d105042-Reviews-Skyscraper_Museum-New_York_City_New_York.html,315,New York,"New York City, New York"
New York City Supreme Court,https://www.tripadvisor.com/Attraction_Review-g60763-d7184934-Reviews-New_York_City_Supreme_Court-New_York_City_New_York.html,316,New York,"New York City, New York"
Conservatory Water,https://www.tripadvisor.com/Attraction_Review-g60763-d4866430-Reviews-Conservatory_Water-New_York_City_New_York.html,317,New York,"New York City, New York"
Elizabeth Street,https://www.tripadvisor.com/Attraction_Review-g60763-d271885-Reviews-Elizabeth_Street-New_York_City_New_York.html,318,New York,"New York City, New York"
Niagara Falls,https://www.tripadvisor.com/Attraction_Review-g60763-d10785814-Reviews-Niagara_Falls-New_York_City_New_York.html,319,New York,"New York City, New York"
Essex Street Market,https://www.tripadvisor.com/Attraction_Review-g60763-d8720272-Reviews-Essex_Street_Market-New_York_City_New_York.html,320,New York,"New York City, New York"
Asia Society and Museum,https://www.tripadvisor.com/Attraction_Review-g60763-d136164-Reviews-Asia_Society_and_Museum-New_York_City_New_York.html,321,New York,"New York City, New York"
Cooking Classes (28),https://www.tripadvisor.com/Attractions-g60763-Activities-c36-t203-New_York_City_New_York.html,322,New York,"New York City, New York"
Boat Rentals (4),https://www.tripadvisor.com/Attractions-g60763-Activities-c61-t187-New_York_City_New_York.html,323,New York,"New York City, New York"
Nicholas Roerich Museum,https://www.tripadvisor.com/Attraction_Review-g60763-d136141-Reviews-Nicholas_Roerich_Museum-New_York_City_New_York.html,324,New York,"New York City, New York"
The Annex / Hell's Kitchen Flea Market,https://www.tripadvisor.com/Attraction_Review-g60763-d106191-Reviews-The_Annex_Hell_s_Kitchen_Flea_Market-New_York_City_New_York.html,325,New York,"New York City, New York"
Tudor City,https://www.tripadvisor.com/Attraction_Review-g60763-d501515-Reviews-Tudor_City-New_York_City_New_York.html,326,New York,"New York City, New York"
Columbus Park,https://www.tripadvisor.com/Attraction_Review-g60763-d3383073-Reviews-Columbus_Park-New_York_City_New_York.html,327,New York,"New York City, New York"
New York City Vietnam Veterans Memorial Plaza,https://www.tripadvisor.com/Attraction_Review-g60763-d548681-Reviews-New_York_City_Vietnam_Veterans_Memorial_Plaza-New_York_City_New_York.html,328,New York,"New York City, New York"
Mahayana Buddhist Temple,https://www.tripadvisor.com/Attraction_Review-g60763-d2546255-Reviews-Mahayana_Buddhist_Temple-New_York_City_New_York.html,329,New York,"New York City, New York"
Lincoln Square,https://www.tripadvisor.com/Attraction_Review-g60763-d615665-Reviews-Lincoln_Square-New_York_City_New_York.html,330,New York,"New York City, New York"
Winter Garden,https://www.tripadvisor.com/Attraction_Review-g60763-d4550105-Reviews-Winter_Garden-New_York_City_New_York.html,331,New York,"New York City, New York"
Irish Repertory Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d220041-Reviews-Irish_Repertory_Theatre-New_York_City_New_York.html,332,New York,"New York City, New York"
Hope Sculpture,https://www.tripadvisor.com/Attraction_Review-g60763-d10538179-Reviews-Hope_Sculpture-New_York_City_New_York.html,333,New York,"New York City, New York"
The Pershing Square Signature Center,https://www.tripadvisor.com/Attraction_Review-g60763-d3820392-Reviews-The_Pershing_Square_Signature_Center-New_York_City_New_York.html,334,New York,"New York City, New York"
Greater Refuge Temple,https://www.tripadvisor.com/Attraction_Review-g60763-d8674107-Reviews-Greater_Refuge_Temple-New_York_City_New_York.html,335,New York,"New York City, New York"
Brooks Atkinson Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d548836-Reviews-Brooks_Atkinson_Theatre-New_York_City_New_York.html,336,New York,"New York City, New York"
Morningside Park,https://www.tripadvisor.com/Attraction_Review-g60763-d548724-Reviews-Morningside_Park-New_York_City_New_York.html,337,New York,"New York City, New York"
New York City Criminal Court,https://www.tripadvisor.com/Attraction_Review-g60763-d615565-Reviews-New_York_City_Criminal_Court-New_York_City_New_York.html,338,New York,"New York City, New York"
Town Hall,https://www.tripadvisor.com/Attraction_Review-g60763-d548586-Reviews-Town_Hall-New_York_City_New_York.html,339,New York,"New York City, New York"
American Merchant Marines Memorial,https://www.tripadvisor.com/Attraction_Review-g60763-d3478356-Reviews-American_Merchant_Marines_Memorial-New_York_City_New_York.html,340,New York,"New York City, New York"
Movie Theaters (29),https://www.tripadvisor.com/Attractions-g60763-Activities-c56-t97-New_York_City_New_York.html,341,New York,"New York City, New York"
St. Peter's Church,https://www.tripadvisor.com/Attraction_Review-g60763-d6380534-Reviews-St_Peter_s_Church-New_York_City_New_York.html,342,New York,"New York City, New York"
Victorian Gardens,https://www.tripadvisor.com/Attraction_Review-g60763-d2233063-Reviews-Victorian_Gardens-New_York_City_New_York.html,343,New York,"New York City, New York"
International Center of Photography Museum,https://www.tripadvisor.com/Attraction_Review-g60763-d136149-Reviews-International_Center_of_Photography_Museum-New_York_City_New_York.html,344,New York,"New York City, New York"
Self-Guided Tours & Rentals (5),https://www.tripadvisor.com/Attractions-g60763-Activities-c42-t237-New_York_City_New_York.html,345,New York,"New York City, New York"
Mount Vernon Hotel Museum & Garden,https://www.tripadvisor.com/Attraction_Review-g60763-d309468-Reviews-Mount_Vernon_Hotel_Museum_Garden-New_York_City_New_York.html,346,New York,"New York City, New York"
NY Waterway,https://www.tripadvisor.com/Attraction_Review-g60763-d552356-Reviews-NY_Waterway-New_York_City_New_York.html,347,New York,"New York City, New York"
Dance Clubs & Discos (32),https://www.tripadvisor.com/Attractions-g60763-Activities-c20-t109-New_York_City_New_York.html,348,New York,"New York City, New York"
Daily News Building,https://www.tripadvisor.com/Attraction_Review-g60763-d104361-Reviews-Daily_News_Building-New_York_City_New_York.html,349,New York,"New York City, New York"
Night Tours (20),https://www.tripadvisor.com/Attractions-g60763-Activities-c42-t233-New_York_City_New_York.html,350,New York,"New York City, New York"
The Davenport Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d7224932-Reviews-The_Davenport_Theatre-New_York_City_New_York.html,351,New York,"New York City, New York"
Park Avenue Armory,https://www.tripadvisor.com/Attraction_Review-g60763-d2707020-Reviews-Park_Avenue_Armory-New_York_City_New_York.html,352,New York,"New York City, New York"
Delacorte Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d615557-Reviews-Delacorte_Theater-New_York_City_New_York.html,353,New York,"New York City, New York"
John V. Lindsay East River Park,https://www.tripadvisor.com/Attraction_Review-g60763-d5961005-Reviews-John_V_Lindsay_East_River_Park-New_York_City_New_York.html,354,New York,"New York City, New York"
Central Synagogue,https://www.tripadvisor.com/Attraction_Review-g60763-d6692026-Reviews-Central_Synagogue-New_York_City_New_York.html,355,New York,"New York City, New York"
The High Bridge,https://www.tripadvisor.com/Attraction_Review-g60763-d8377627-Reviews-The_High_Bridge-New_York_City_New_York.html,356,New York,"New York City, New York"
Helen Hayes Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d565050-Reviews-Helen_Hayes_Theatre-New_York_City_New_York.html,357,New York,"New York City, New York"
Greenacre Pocket Park,https://www.tripadvisor.com/Attraction_Review-g60763-d2441426-Reviews-Greenacre_Pocket_Park-New_York_City_New_York.html,358,New York,"New York City, New York"
New Victory Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d548865-Reviews-New_Victory_Theater-New_York_City_New_York.html,359,New York,"New York City, New York"
Swedish Cottage Marionette Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d2549481-Reviews-Swedish_Cottage_Marionette_Theatre-New_York_City_New_York.html,360,New York,"New York City, New York"
Easter Parade,https://www.tripadvisor.com/Attraction_Review-g60763-d2276758-Reviews-Easter_Parade-New_York_City_New_York.html,361,New York,"New York City, New York"
David Geffen Hall,https://www.tripadvisor.com/Attraction_Review-g60763-d10794386-Reviews-David_Geffen_Hall-New_York_City_New_York.html,362,New York,"New York City, New York"
Cherry Lane Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d615584-Reviews-Cherry_Lane_Theatre-New_York_City_New_York.html,363,New York,"New York City, New York"
Helmsley Building,https://www.tripadvisor.com/Attraction_Review-g60763-d8319389-Reviews-Helmsley_Building-New_York_City_New_York.html,364,New York,"New York City, New York"
34th Street,https://www.tripadvisor.com/Attraction_Review-g60763-d10197402-Reviews-34th_Street-New_York_City_New_York.html,365,New York,"New York City, New York"
Hearst Tower,https://www.tripadvisor.com/Attraction_Review-g60763-d6690371-Reviews-Hearst_Tower-New_York_City_New_York.html,366,New York,"New York City, New York"
The Sphere,https://www.tripadvisor.com/Attraction_Review-g60763-d10382174-Reviews-The_Sphere-New_York_City_New_York.html,367,New York,"New York City, New York"
Pier 45,https://www.tripadvisor.com/Attraction_Review-g60763-d4817988-Reviews-Pier_45-New_York_City_New_York.html,368,New York,"New York City, New York"
Zuccotti Park,https://www.tripadvisor.com/Attraction_Review-g60763-d8692627-Reviews-Zuccotti_Park-New_York_City_New_York.html,369,New York,"New York City, New York"
Red Cube,https://www.tripadvisor.com/Attraction_Review-g60763-d5040814-Reviews-Red_Cube-New_York_City_New_York.html,370,New York,"New York City, New York"
Schaller & Weber,https://www.tripadvisor.com/Attraction_Review-g60763-d6701412-Reviews-Schaller_Weber-New_York_City_New_York.html,371,New York,"New York City, New York"
Piano Bars (10),https://www.tripadvisor.com/Attractions-g60763-Activities-c20-t106-New_York_City_New_York.html,372,New York,"New York City, New York"
Paley Center for Media,https://www.tripadvisor.com/Attraction_Review-g60763-d136087-Reviews-Paley_Center_for_Media-New_York_City_New_York.html,373,New York,"New York City, New York"
The Hunger Games Exhibition,https://www.tripadvisor.com/Attraction_Review-g60763-d8699367-Reviews-The_Hunger_Games_Exhibition-New_York_City_New_York.html,374,New York,"New York City, New York"
59E59 Theaters,https://www.tripadvisor.com/Attraction_Review-g60763-d3487981-Reviews-59E59_Theaters-New_York_City_New_York.html,375,New York,"New York City, New York"
Little Red Lighthouse,https://www.tripadvisor.com/Attraction_Review-g60763-d2368581-Reviews-Little_Red_Lighthouse-New_York_City_New_York.html,376,New York,"New York City, New York"
Pier 66 Maritime,https://www.tripadvisor.com/Attraction_Review-g60763-d4839883-Reviews-Pier_66_Maritime-New_York_City_New_York.html,377,New York,"New York City, New York"
Randall's Island Park,https://www.tripadvisor.com/Attraction_Review-g60763-d548766-Reviews-Randall_s_Island_Park-New_York_City_New_York.html,378,New York,"New York City, New York"
El Museo del Barrio,https://www.tripadvisor.com/Attraction_Review-g60763-d116228-Reviews-El_Museo_del_Barrio-New_York_City_New_York.html,379,New York,"New York City, New York"
Ben & Jerry's Times Square,https://www.tripadvisor.com/Attraction_Review-g60763-d5011902-Reviews-Ben_Jerry_s_Times_Square-New_York_City_New_York.html,380,New York,"New York City, New York"
Gracie Mansion,https://www.tripadvisor.com/Attraction_Review-g60763-d136688-Reviews-Gracie_Mansion-New_York_City_New_York.html,381,New York,"New York City, New York"
Ghostbusters Building,https://www.tripadvisor.com/Attraction_Review-g60763-d7740563-Reviews-Ghostbusters_Building-New_York_City_New_York.html,382,New York,"New York City, New York"
Bowery,https://www.tripadvisor.com/Attraction_Review-g60763-d136995-Reviews-Bowery-New_York_City_New_York.html,383,New York,"New York City, New York"
Antioch Baptist Church New York,https://www.tripadvisor.com/Attraction_Review-g60763-d2335318-Reviews-Antioch_Baptist_Church_New_York-New_York_City_New_York.html,384,New York,"New York City, New York"
Seagram Building,https://www.tripadvisor.com/Attraction_Review-g60763-d312023-Reviews-Seagram_Building-New_York_City_New_York.html,385,New York,"New York City, New York"
Manhattan Theatre Club (MTC),https://www.tripadvisor.com/Attraction_Review-g60763-d555927-Reviews-Manhattan_Theatre_Club_MTC-New_York_City_New_York.html,386,New York,"New York City, New York"
Convent Avenue Baptist Church,https://www.tripadvisor.com/Attraction_Review-g60763-d4456206-Reviews-Convent_Avenue_Baptist_Church-New_York_City_New_York.html,387,New York,"New York City, New York"
Heckscher Playground,https://www.tripadvisor.com/Attraction_Review-g60763-d2227963-Reviews-Heckscher_Playground-New_York_City_New_York.html,388,New York,"New York City, New York"
Jefferson Market Library,https://www.tripadvisor.com/Attraction_Review-g60763-d615732-Reviews-Jefferson_Market_Library-New_York_City_New_York.html,389,New York,"New York City, New York"
Scandinavia House,https://www.tripadvisor.com/Attraction_Review-g60763-d309643-Reviews-Scandinavia_House-New_York_City_New_York.html,390,New York,"New York City, New York"
National Academy of Design Museum,https://www.tripadvisor.com/Attraction_Review-g60763-d866536-Reviews-National_Academy_of_Design_Museum-New_York_City_New_York.html,391,New York,"New York City, New York"
Elektra Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d3377086-Reviews-Elektra_Theatre-New_York_City_New_York.html,392,New York,"New York City, New York"
Riverside Drive,https://www.tripadvisor.com/Attraction_Review-g60763-d145988-Reviews-Riverside_Drive-New_York_City_New_York.html,393,New York,"New York City, New York"
Rooftop bar,https://www.tripadvisor.com/Attraction_Review-g60763-d4450129-Reviews-Rooftop_bar-New_York_City_New_York.html,394,New York,"New York City, New York"
The Village Halloween Parade,https://www.tripadvisor.com/Attraction_Review-g60763-d8820381-Reviews-The_Village_Halloween_Parade-New_York_City_New_York.html,395,New York,"New York City, New York"
Foxwoods Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d2226072-Reviews-Foxwoods_Theater-New_York_City_New_York.html,396,New York,"New York City, New York"
South Street Seaport Museum,https://www.tripadvisor.com/Attraction_Review-g60763-d309652-Reviews-South_Street_Seaport_Museum-New_York_City_New_York.html,397,New York,"New York City, New York"
The Players Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d2646755-Reviews-The_Players_Theatre-New_York_City_New_York.html,398,New York,"New York City, New York"
Tom's Diner,https://www.tripadvisor.com/Attraction_Review-g60763-d263859-Reviews-Tom_s_Diner-New_York_City_New_York.html,399,New York,"New York City, New York"
The Discovery of King Tut,https://www.tripadvisor.com/Attraction_Review-g60763-d8790515-Reviews-The_Discovery_of_King_Tut-New_York_City_New_York.html,400,New York,"New York City, New York"
Vivian Beaumont Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d9455320-Reviews-Vivian_Beaumont_Theatre-New_York_City_New_York.html,401,New York,"New York City, New York"
Manhattan Waterfront Greenway,https://www.tripadvisor.com/Attraction_Review-g60763-d3968500-Reviews-Manhattan_Waterfront_Greenway-New_York_City_New_York.html,402,New York,"New York City, New York"
Nuyorican Poet's Cafe,https://www.tripadvisor.com/Attraction_Review-g60763-d1960433-Reviews-Nuyorican_Poet_s_Cafe-New_York_City_New_York.html,403,New York,"New York City, New York"
Abyssinian Baptist Church,https://www.tripadvisor.com/Attraction_Review-g60763-d263866-Reviews-Abyssinian_Baptist_Church-New_York_City_New_York.html,404,New York,"New York City, New York"
Greenflea Flea Market,https://www.tripadvisor.com/Attraction_Review-g60763-d208026-Reviews-Greenflea_Flea_Market-New_York_City_New_York.html,405,New York,"New York City, New York"
Pearl River,https://www.tripadvisor.com/Attraction_Review-g60763-d565484-Reviews-Pearl_River-New_York_City_New_York.html,406,New York,"New York City, New York"
Sutton Place Park,https://www.tripadvisor.com/Attraction_Review-g60763-d3952341-Reviews-Sutton_Place_Park-New_York_City_New_York.html,407,New York,"New York City, New York"
American Standard Building,https://www.tripadvisor.com/Attraction_Review-g60763-d559106-Reviews-American_Standard_Building-New_York_City_New_York.html,408,New York,"New York City, New York"
Church of St. Paul the Apostle,https://www.tripadvisor.com/Attraction_Review-g60763-d8390960-Reviews-Church_of_St_Paul_the_Apostle-New_York_City_New_York.html,409,New York,"New York City, New York"
Metropolitan Transportation Authority,https://www.tripadvisor.com/Attraction_Review-g60763-d8587451-Reviews-Metropolitan_Transportation_Authority-New_York_City_New_York.html,410,New York,"New York City, New York"
The Jefferson Market Garden,https://www.tripadvisor.com/Attraction_Review-g60763-d3546109-Reviews-The_Jefferson_Market_Garden-New_York_City_New_York.html,411,New York,"New York City, New York"
The Church of St. Ignatius Loyola,https://www.tripadvisor.com/Attraction_Review-g60763-d2315917-Reviews-The_Church_of_St_Ignatius_Loyola-New_York_City_New_York.html,412,New York,"New York City, New York"
Life Underground,https://www.tripadvisor.com/Attraction_Review-g60763-d3836963-Reviews-Life_Underground-New_York_City_New_York.html,413,New York,"New York City, New York"
Church of St. Francis of Assisi,https://www.tripadvisor.com/Attraction_Review-g60763-d9985917-Reviews-Church_of_St_Francis_of_Assisi-New_York_City_New_York.html,414,New York,"New York City, New York"
Bethesda Terrace,https://www.tripadvisor.com/Attraction_Review-g60763-d10067208-Reviews-Bethesda_Terrace-New_York_City_New_York.html,415,New York,"New York City, New York"
The National Arts Club,https://www.tripadvisor.com/Attraction_Review-g60763-d559109-Reviews-The_National_Arts_Club-New_York_City_New_York.html,416,New York,"New York City, New York"
Alphabet City,https://www.tripadvisor.com/Attraction_Review-g60763-d615678-Reviews-Alphabet_City-New_York_City_New_York.html,417,New York,"New York City, New York"
Church of the Transfiguration,https://www.tripadvisor.com/Attraction_Review-g60763-d548847-Reviews-Church_of_the_Transfiguration-New_York_City_New_York.html,418,New York,"New York City, New York"
Yoga & Pilates (27),https://www.tripadvisor.com/Attractions-g60763-Activities-c40-t260-New_York_City_New_York.html,419,New York,"New York City, New York"
Channel Gardens,https://www.tripadvisor.com/Attraction_Review-g60763-d312016-Reviews-Channel_Gardens-New_York_City_New_York.html,420,New York,"New York City, New York"
Lincoln Tunnel,https://www.tripadvisor.com/Attraction_Review-g60763-d8842294-Reviews-Lincoln_Tunnel-New_York_City_New_York.html,421,New York,"New York City, New York"
Leslie-Lohman Museum of Gay and Lesbian Art,https://www.tripadvisor.com/Attraction_Review-g60763-d7171196-Reviews-Leslie_Lohman_Museum_of_Gay_and_Lesbian_Art-New_York_City_New_York.html,422,New York,"New York City, New York"
Museum of Biblical Art,https://www.tripadvisor.com/Attraction_Review-g60763-d866537-Reviews-Museum_of_Biblical_Art-New_York_City_New_York.html,423,New York,"New York City, New York"
Metropolitan Life Insurance Tower,https://www.tripadvisor.com/Attraction_Review-g60763-d104364-Reviews-Metropolitan_Life_Insurance_Tower-New_York_City_New_York.html,424,New York,"New York City, New York"
Institute for the Study of the Ancient World,https://www.tripadvisor.com/Attraction_Review-g60763-d1572637-Reviews-Institute_for_the_Study_of_the_Ancient_World-New_York_City_New_York.html,425,New York,"New York City, New York"
Inwood Hill Park,https://www.tripadvisor.com/Attraction_Review-g60763-d3598044-Reviews-Inwood_Hill_Park-New_York_City_New_York.html,426,New York,"New York City, New York"
Christopher Park,https://www.tripadvisor.com/Attraction_Review-g60763-d4832685-Reviews-Christopher_Park-New_York_City_New_York.html,427,New York,"New York City, New York"
New York City's Official Visitor Information Center,https://www.tripadvisor.com/Attraction_Review-g60763-d555942-Reviews-New_York_City_s_Official_Visitor_Information_Center-New_York_City_New_York.html,428,New York,"New York City, New York"
Saint Paul Chapel,https://www.tripadvisor.com/Attraction_Review-g60763-d10080196-Reviews-Saint_Paul_Chapel-New_York_City_New_York.html,429,New York,"New York City, New York"
Onassis Cultural Center,https://www.tripadvisor.com/Attraction_Review-g60763-d632714-Reviews-Onassis_Cultural_Center-New_York_City_New_York.html,430,New York,"New York City, New York"
Sotheby's,https://www.tripadvisor.com/Attraction_Review-g60763-d548714-Reviews-Sotheby_s-New_York_City_New_York.html,431,New York,"New York City, New York"
Mother African Methodist Episcopal Zion Church,https://www.tripadvisor.com/Attraction_Review-g60763-d528126-Reviews-Mother_African_Methodist_Episcopal_Zion_Church-New_York_City_New_York.html,432,New York,"New York City, New York"
Barrymore Theater,https://www.tripadvisor.com/Attraction_Review-g60763-d143374-Reviews-Barrymore_Theater-New_York_City_New_York.html,433,New York,"New York City, New York"
Astor Place Theatre,https://www.tripadvisor.com/Attraction_Review-g60763-d548357-Reviews-Astor_Place_Theatre-New_York_City_New_York.html,434,New York,"New York City, New York"
Urbanspace - Broadway Bites,https://www.tripadvisor.com/Attraction_Review-g60763-d10211344-Reviews-Urbanspace_Broadway_Bites-New_York_City_New_York.html,435,New York,"New York City, New York"
Trip to Bountiful,https://www.tripadvisor.com/Attraction_Review-g60763-d4551088-Reviews-Trip_to_Bountiful-New_York_City_New_York.html,436,New York,"New York City, New York"
Tudor City Greens,https://www.tripadvisor.com/Attraction_Review-g60763-d3539708-Reviews-Tudor_City_Greens-New_York_City_New_York.html,437,New York,"New York City, New York"
The Anne Frank Center USA,https://www.tripadvisor.com/Attraction_Review-g60763-d3751140-Reviews-The_Anne_Frank_Center_USA-New_York_City_New_York.html,438,New York,"New York City, New York"
