addon_name,addon_url,search_rank,search_term,platform
Breaking News Sensacionalista,https://chrome.google.com/webstore/detail/breaking-news-sensacional/jnogmjgohiohogkeimkjbndgipngkhcj,204,news,Chrome
Geeks Fest - New Tab Gaming News,https://chrome.google.com/webstore/detail/geeks-fest-new-tab-gaming/klpopehbdgalchfjnkgdbkkphejdhckl,205,news,Chrome
Porter Plug,https://chrome.google.com/webstore/detail/porter-plug/lngoojfoglemfpbeiomhgheccpdheilp,206,news,Chrome
Facebook Ultimate Filter,https://chrome.google.com/webstore/detail/facebook-ultimate-filter/mppbamfnjobciklgefjfdafelgjhelob,207,news,Chrome
Blissfully: Facebook News Feed Filter,https://chrome.google.com/webstore/detail/blissfully-facebook-news/edimgjkkihhbddfkjipafefdjjbmlbbk,208,news,Chrome
MundoTKM - Hot News!,https://chrome.google.com/webstore/detail/mundotkm-hot-news/cpjlkljjclganmdhpbcomjpdpnhcjenb,209,news,Chrome
Designer News Infinite Scroll,https://chrome.google.com/webstore/detail/designer-news-infinite-sc/ifcdhhlnaaihchkholamfojcifehgjkd,210,news,Chrome
Todobook,https://chrome.google.com/webstore/detail/todobook/ihbejplhkeifejcpijadinaicidddbde,211,news,Chrome
Sixyards: personalised sport news,https://chrome.google.com/webstore/detail/sixyards-personalised-spo/idccpbcgiongjcddojfifeemcpbmbdek,212,news,Chrome
"Facebook News feed ""Sponsored"" Ads Blocker",https://chrome.google.com/webstore/detail/facebook-news-feed-sponso/kdlngaadleajjcbgmojbdoeakjkopojo,213,news,Chrome
CBS News Video,https://chrome.google.com/webstore/detail/cbs-news-video/pchadgaagbohiodjenpgjhhhcdnpopgm,214,news,Chrome
Exclude Topics from Google News,https://chrome.google.com/webstore/detail/exclude-topics-from-googl/kkmmbhidlbgoihganelknnokpmcnjffl,215,news,Chrome
Santos News,https://chrome.google.com/webstore/detail/santos-news/jfkhpaafjkdiecnpgdobdgdeoogcgaaf,216,news,Chrome
Electronic Interconnect Industry News By PIEK,https://chrome.google.com/webstore/detail/electronic-interconnect-i/iojckblbgccccimckbkiiebacdibaebp,217,news,Chrome
Kiwi Conversations,https://chrome.google.com/webstore/detail/kiwi-conversations/pkifhlefpamigmobjmjjjnjglpebflhp,218,news,Chrome
Social Fixer for Facebook,https://chrome.google.com/webstore/detail/social-fixer-for-facebook/ifmhoabcaeehkljcfclfiieohkohdgbb,219,news,Chrome
Daily News,https://chrome.google.com/webstore/detail/daily-news/adhabahllpjledcanhgokkjaalejkgln,220,news,Chrome
No News (is Good News!),https://chrome.google.com/webstore/detail/no-news-is-good-news/fnikidjfogfllkinoahanihoddalbhil,221,news,Chrome
Game News,https://chrome.google.com/webstore/detail/game-news/aokhfhlmimfcbjfolhncmckcfphdlfhp,222,news,Chrome
LA Times News,https://chrome.google.com/webstore/detail/la-times-news/midojiicdpmbahiapmnjalppgpamnkpj,223,news,Chrome
Flamengo News,https://chrome.google.com/webstore/detail/flamengo-news/nipdbjglnjpojgfeffngabmkkflgkfii,224,news,Chrome
Facebook News Feed Hider,https://chrome.google.com/webstore/detail/facebook-news-feed-hider/bkbfafoelodldgihjdbknpnhgfdmffhl,225,news,Chrome
SNARC - A Social News Aggregator,https://chrome.google.com/webstore/detail/snarc-a-social-news-aggre/cbmdbedimcokfideebbdpdgbhlljheko,226,news,Chrome
NewsBot - Give me 5,https://chrome.google.com/webstore/detail/newsbot-give-me-5/gahbhdbjjomehdmbjielhoflcmnecief,227,news,Chrome
