addon_name,addon_url,search_rank,active_user,size,version,release_date,number_review,rating,author_name,author_homepage,validated,platform,search_term
Quản lý nhà hàng Offline by bsquochoai.ga,https://chrome.google.com/webstore/detail/qu%E1%BA%A3n-l%C3%BD-nh%C3%A0-h%C3%A0ng-offline/kfihimphlgblijdpfpbeonccdlfbeiam,109,5,4.74MiB,1.1,"February 13, 2017",3,5.0,,,True,Chrome,excel
SalesIntelligent - Sales Prospecting Software,https://chrome.google.com/webstore/detail/salesintelligent-sales-pr/fogppfgglccdldfifekgjjefdhogfhdi,110,972,260KiB,1.7.4,"March 28, 2017",8,4.5,https://www.salesintelligent.com,https://www.salesintelligent.com,True,Chrome,excel
Copy URLs,https://chrome.google.com/webstore/detail/copy-urls/efkmnflmpgiklkehhoeiibnmdfffmmjk,111,960,41.92KiB,1.0.0.1,"April 21, 2017",5,4.2,https://melanto.com,https://melanto.com,True,Chrome,excel
Hubstaff,https://chrome.google.com/webstore/detail/hubstaff/mipeohjjimeknlkekbemdjbjniogbgel,112,601,2.09MiB,0.9.2-2c2bcea,"April 17, 2017",9,5.0,https://hubstaff.com,https://hubstaff.com,True,Chrome,excel
Snipping Window,https://chrome.google.com/webstore/detail/snipping-window/jecdlemamglakmmhlnjipkhdiohfjhjk,113,567,19.7KiB,2,"February 25, 2017",12,5.0,,,True,Chrome,excel
Show Image As Base64,https://chrome.google.com/webstore/detail/show-image-as-base64/dpccmhgpfjfhhnlodgbjkiemkgalomaj,114,676,65.04KiB,1.3.8,"February 26, 2017",5,5.0,,,True,Chrome,excel
Password Confidential,https://chrome.google.com/webstore/detail/password-confidential/jilfkcpkaebpoffjifmchdcpekglnjkl,115,638,647KiB,1.1.16,"January 9, 2017",5,3.8,passwordconfidential.com,http://passwordconfidential.com,True,Chrome,excel
Travian Kingdoms,https://chrome.google.com/webstore/detail/travian-kingdoms/gdjohjndalgpefddpbbdnodmkbeanpmp,116,417,380KiB,1.3.7,"March 13, 2017",45,4.2,xhighintell.com,http://xhighintell.com,True,Chrome,excel
DriveDirect for Google ドライブ（Chrome拡張用）,https://chrome.google.com/webstore/detail/drivedirect-for-google-%E3%83%89%E3%83%A9/cdnocbeppmcfjdiegchbaaccgkdglldl,117,660,46.76KiB,1.0.2,"January 31, 2017",1,5.0,https://drivedirect.web-dsk.net,https://drivedirect.web-dsk.net,True,Chrome,excel
VisualSP Training for Office 365,https://chrome.google.com/webstore/detail/visualsp-training-for-off/ohdihpdgfenligmhnmldmiabdhflokkh,118,432,24.06KiB,1.0.1.1,"December 20, 2016",7,3.71428571429,www.visualsp.com,http://www.visualsp.com,True,Chrome,excel
VeRo Checker,https://chrome.google.com/webstore/detail/vero-checker/nlhklaenccbcnapnpaghliheibnkhdbc,119,444,88.29KiB,1.0.3,"October 16, 2016",3,5.0,VeroChecker2016,http://verochecker.azurewebsites.net/,True,Chrome,excel
BuscarNormas.com,https://chrome.google.com/webstore/detail/buscarnormascom/nijpjheigicfepgnklgnmhjjfpopkpjo,120,491,64.32KiB,1.0,"May 27, 2015",2,5.0,Forvm SAS,http://www.buscarnormas.com/,True,Chrome,excel
Backlog Autofilter,https://chrome.google.com/webstore/detail/backlog-autofilter/lafeccpeoldnpmliphoicodpknmkmodo,121,451,234KiB,1.2.5,"June 17, 2013",3,4.33333333333,kiwanamie,http://d.hatena.ne.jp/kiwanami/20110622/1308758852,True,Chrome,excel
Cupcloud PlugIn,https://chrome.google.com/webstore/detail/cupcloud-plugin/okgegaagaoanhgfhodokonjnoeoiedfl,122,489,2.82KiB,1.1,"April 9, 2013",2,3.0,www.cupcloud.com,http://www.cupcloud.com,True,Chrome,excel
Simple Google Bookmarks Sync,https://chrome.google.com/webstore/detail/simple-google-bookmarks-s/aapfhogljejnbbgnfjchjgolfophodfi,123,354,2.94MiB,0.20,"September 10, 2016",9,4.33333333333,george.miscalencu,https://github.com/miscalencu/Google-Chrome-Google-Bookmarks,True,Chrome,excel
Run Force.com SOQL Paginated,https://chrome.google.com/webstore/detail/run-forcecom-soql-paginat/jhgpiaofbicpedjhpllghnbfiilbmlio,124,316,411KiB,0.5,"January 16, 2017",6,4.66666666667,,,True,Chrome,excel
SQLDelimiter,https://chrome.google.com/webstore/detail/sqldelimiter/ngobnmgdnggmcafeblbealjjnpakoghd,125,233,5.63KiB,1.1,"February 24, 2017",12,4.91666666667,,,True,Chrome,excel
Copy as Plain Text,https://chrome.google.com/webstore/detail/copy-as-plain-text/hmjdnojobglgfjhfdeamomnjdlfcmogl,126,340,19.76KiB,0.9.7,"April 20, 2017",3,3.0,www.seabreezecomputers.com,http://www.seabreezecomputers.com,True,Chrome,excel
GPA-me,https://chrome.google.com/webstore/detail/gpa-me/mnpgbocbiohchhfjkcbppidafmeokidj,127,248,36.83KiB,4,"November 17, 2016",6,5.0,Noah Presler,http://semester.ly,True,Chrome,excel
ISOM Canvas Tools,https://chrome.google.com/webstore/detail/isom-canvas-tools/hljflcjcodflogcmdnbeeoajccoafnhj,128,227,183KiB,0.92,"March 10, 2017",7,5.0,,,True,Chrome,excel
Blackboard Grade Exporter,https://chrome.google.com/webstore/detail/blackboard-grade-exporter/kpmnodpaiojmimoipcgnfbfiajegpfmo,129,300,45.39KiB,1.0,"May 9, 2014",1,5.0,,,True,Chrome,excel
"Tagmmer, store any file & any weblink.",https://chrome.google.com/webstore/detail/tagmmer-store-any-file-an/mgddlmpcgnledineknbjbbgbolhcppem,130,256,50.22KiB,1.1,"November 29, 2015",2,4.5,tagmmer.com,http://tagmmer.com,True,Chrome,excel
Github Emails Finder & Exporter PRO,https://chrome.google.com/webstore/detail/github-emails-finder-expo/aljekafekokpmbgmeodfbocanjbnkpop,131,178,22.56KiB,2.2.3,"November 7, 2016",8,4.25,Symmetric Ltd,http://www.symmetric-hr.com/,True,Chrome,excel
Spreadsheet to JIRA,https://chrome.google.com/webstore/detail/spreadsheet-to-jira/lmgidnfcnjmijbmphpellnclmgahadjn,132,204,334KiB,0.1.3,"January 24, 2017",4,4.0,exceltojira.com,http://exceltojira.com,True,Chrome,excel
M i M,https://chrome.google.com/webstore/detail/m-i-m/jlppachnphenhdidmmpnbdjaipfigoic,133,135,677KiB,0.8.2,"February 16, 2016",4,4.75,,,True,Chrome,excel
APEX Enhanced Column Attributes,https://chrome.google.com/webstore/detail/apex-enhanced-column-attr/ggfkjemopafbajhobndhdoeboalpkbho,134,150,460KiB,1.0,"July 1, 2014",3,4.33333333333,,,True,Chrome,excel
Amplifr,https://chrome.google.com/webstore/detail/amplifr/pipgogkdlnjbccnebnlgakekpdkhapoa,135,89,114KiB,1.0.3,"February 13, 2015",18,4.72222222222,amplifr.com,http://amplifr.com,True,Chrome,excel
SimpleSeek,https://chrome.google.com/webstore/detail/simpleseek/egekcmpplcolapgadpfojhgohgnmclph,136,175,132KiB,1.210,"September 3, 2014",1,5.0,,,True,Chrome,excel
5/3/1 planner,https://chrome.google.com/webstore/detail/531-planner/aeaclelajhamgcmngdjlnpjjkggbcbbh,137,121,341KiB,1.10,"January 28, 2014",7,4.42857142857,rbreikss,https://github.com/regnars/531,True,Chrome,excel
JIRA Worklog Tracker,https://chrome.google.com/webstore/detail/jira-worklog-tracker/fgmapjkdfhgnpknlbidhdhffckknpeml,138,105,151KiB,1.0.3,"February 24, 2015",3,3.66666666667,,,True,Chrome,excel
MKT Digital 360,https://chrome.google.com/webstore/detail/mkt-digital-360/fcnphdlpdjhjileckiiapjhmdglmccdh,139,79,228KiB,0.3.33,"August 6, 2014",5,5.0,marketingdigital360.net,http://marketingdigital360.net,True,Chrome,excel
creema CSVダウンロード,https://chrome.google.com/webstore/detail/creema-csv%E3%83%80%E3%82%A6%E3%83%B3%E3%83%AD%E3%83%BC%E3%83%89/leffkiebfnoempigheagkmfhdbgfpeok,140,2,2.36MiB,1.0,"September 11, 2016",0,0.0,www.katsushikatech.net,http://www.katsushikatech.net,True,Chrome,excel
SmsGatewayCenter.com,https://chrome.google.com/webstore/detail/smsgatewaycentercom/omkimnadcmmfodbjmbjhnppfhbnmkfnp,141,55,93.77KiB,1.0.0.5,"August 5, 2016",4,5.0,https://www.smsgatewaycenter.com,https://www.smsgatewaycenter.com,True,Chrome,excel
Snap,https://chrome.google.com/webstore/detail/snap/hlicokkbkccndghponokgcmbimebbnnl,142,66,39.16KiB,0.2,"April 18, 2013",0,0.0,www.snapanumber.com,http://www.snapanumber.com,True,Chrome,excel
Scrapolysis,https://chrome.google.com/webstore/detail/scrapolysis/kgkenfklibnbdgljhcbehahbadbpbcbo,143,72,1.48MiB,1.0.3,"April 10, 2015",1,5.0,MAK,http://www.hackwithmak.com,True,Chrome,excel
DeepSearch,https://chrome.google.com/webstore/detail/deepsearch/jlkomfekppedfijpagfiapmghpoaegpc,144,66,259KiB,0.1.1,"November 4, 2016",1,5.0,Henry Baughman,https://github.com/hbaughman/deep-search,True,Chrome,excel
BulkEdit Opportunity Pipeline in Salesforce,https://chrome.google.com/webstore/detail/bulkedit-opportunity-pipe/ikmncaoopojigalbjbdlephohaipjiok,145,48,463KiB,0.2,"January 16, 2017",2,5.0,sites.google.com/site/bulkeditopportunities,http://sites.google.com/site/bulkeditopportunities,True,Chrome,excel
GauchoSpace-Enhancement-Suite,https://chrome.google.com/webstore/detail/gauchospace-enhancement-s/pheeppjlocebjmlilafogbilejnfhifc,146,47,43.95KiB,1.0.1,"April 1, 2013",2,5.0,laolu32,https://github.com/Roasbeef/GauchoSpace-Enhancement-Suite,True,Chrome,excel
LockMagic for Google Apps,https://chrome.google.com/webstore/detail/lockmagic-for-google-apps/fodcghlnonjfljabkcogjcnfpocgipni,147,41,11.1KiB,2.0.10.5,"November 4, 2016",3,5.0,https://www.lockmagic.com,https://www.lockmagic.com,True,Chrome,excel
WebMerge - Populate Templates in Seconds,https://chrome.google.com/webstore/detail/webmerge-populate-templat/bmhfbgdanbckbnnpcjjohabcoabohnnc,148,45,10.15KiB,1.0,"October 8, 2016",0,0.0,webmerge.me,http://webmerge.me,True,Chrome,excel
易蜂云采集,https://chrome.google.com/webstore/detail/%E6%98%93%E8%9C%82%E4%BA%91%E9%87%87%E9%9B%86/pmphjglabipoeohophempomjboblomfa,149,40,866KiB,1.0.0,"December 19, 2016",0,0.0,,,True,Chrome,excel
spaces,https://chrome.google.com/webstore/detail/spaces/pojnopfkpkjjfpjiomapfaenjakmklla,150,30,230KiB,1.0,"May 11, 2016",2,5.0,,,True,Chrome,excel
Statistical Significance Calculator,https://chrome.google.com/webstore/detail/statistical-significance/mohicogonnidooncgpenfafpojogoeah,151,32,326KiB,1.0,"July 21, 2016",2,5.0,,,True,Chrome,excel
Trellohub,https://chrome.google.com/webstore/detail/trellohub/enoaegdanaicipjdcbjgjanaimjflpkp,152,34,1.46MiB,0.3.0,"April 19, 2017",1,5.0,Beansmile,http://trellohub.com/,True,Chrome,excel
Keyword Tracker,https://chrome.google.com/webstore/detail/keyword-tracker/hilccdlfglbadppmnlgdkookhfjgkjjp,153,29,150KiB,1.0,"February 14, 2014",0,0.0,,,True,Chrome,excel
Minterrific,https://chrome.google.com/webstore/detail/minterrific/keiapmdadjpeepmpkacbfhamlnkjinbd,154,29,361KiB,1.26.32,"January 9, 2014",5,2.4,uvince,http://uvince.com/minterrific/,True,Chrome,excel
LYON 2 emploi du temps,https://chrome.google.com/webstore/detail/lyon-2-emploi-du-temps/mfhpcdcdihloobjakbnconigglijdfcd,155,23,33.92KiB,1.3,"September 29, 2016",3,2.33333333333,,,True,Chrome,excel
multisend,https://chrome.google.com/webstore/detail/multisend/pmbmnanffjphebhlejfnbghanlkakjcn,156,24,40.63KiB,1.3,"September 15, 2013",0,0.0,,,True,Chrome,excel
FW2.me - URL Shortener,https://chrome.google.com/webstore/detail/fw2me-url-shortener/omdadkhiankheplnfepiiifomonphneb,157,21,21.77KiB,1.0,"March 31, 2016",2,4.5,fw2me.com,http://fw2me.com,True,Chrome,excel
101 VOICE Call Assistant (Beta),https://chrome.google.com/webstore/detail/101-voice-call-assistant/boajlkmleglcecbbkegfnjgmieijmdea,158,21,67.51KiB,0.6.0,"July 20, 2016",1,5.0,,,True,Chrome,excel
Калькулятор вкладов,https://chrome.google.com/webstore/detail/%D0%BA%D0%B0%D0%BB%D1%8C%D0%BA%D1%83%D0%BB%D1%8F%D1%82%D0%BE%D1%80-%D0%B2%D0%BA%D0%BB%D0%B0%D0%B4%D0%BE%D0%B2/jmfnfgdelicneemgaejlfjnccfbjfbnl,159,20,175KiB,1.1,"June 25, 2013",0,0.0,mycredit-ipoteka.ru,http://mycredit-ipoteka.ru,True,Chrome,excel
Sidesheet,https://chrome.google.com/webstore/detail/sidesheet/iheklhbgdljkmijlfajakikbgemncmfd,160,19,287KiB,1.1,"May 21, 2016",1,5.0,fiatjaf,http://share.sheets.ninja/,True,Chrome,excel
Copy URLs from Tabs,https://chrome.google.com/webstore/detail/copy-urls-from-tabs/fbcficblgljcjfghgdioegjpllkdkpna,161,17,47.99KiB,0.3.4,"May 30, 2016",0,0.0,,,True,Chrome,excel
Partage d'écran SoConference,https://chrome.google.com/webstore/detail/partage-d%C3%A9cran-soconferen/pnfckidbfhlgdlhldkjolmdejlgdgcjl,162,13,7.51KiB,1.0,"December 1, 2014",0,0.0,android,http://www.soconference.fr/fr/,True,Chrome,excel
VieScolaire.net remplisseur de notes,https://chrome.google.com/webstore/detail/viescolairenet-remplisseu/hckbddhhabhgmllacmmdpafinpiblanp,163,11,16.5KiB,2.1,"February 11, 2016",6,5.0,,,True,Chrome,excel
LilWiz,https://chrome.google.com/webstore/detail/lilwiz/eefingeokaijnkgahbmcpenkidbohafh,164,13,4.24MiB,2.0.6,"March 13, 2017",0,0.0,,,True,Chrome,excel
GoSuivioo,https://chrome.google.com/webstore/detail/gosuivioo/bkhjkldmkbmmahbggbcmaolelfeecoah,165,9,39.8KiB,1.0.3,"April 10, 2017",3,4.66666666667,https://suivioo.fr,https://suivioo.fr,True,Chrome,excel
Live Sorter,https://chrome.google.com/webstore/detail/live-sorter/ifbofhocfnpbeoafeiojpcagmdehfajj,166,9,49.44KiB,1.0.1,"February 13, 2013",1,5.0,master-land.net,http://master-land.net,True,Chrome,excel
Web Tracker,https://chrome.google.com/webstore/detail/web-tracker/elgknedfeiamknfhkgbcfondgcmfaekg,167,9,301KiB,0.0.2,"March 12, 2017",1,5.0,,,True,Chrome,excel
paste2webSAMSPersonal,https://chrome.google.com/webstore/detail/paste2websamspersonal/feccfnefiaaiodcablddikgflapkfmdg,168,9,254KiB,1.0.4,"June 9, 2015",0,0.0,www.paste2websams.com,http://www.paste2websams.com,True,Chrome,excel
MFP Reformatter,https://chrome.google.com/webstore/detail/mfp-reformatter/fmepljidhgenlnpbfkoicpblolfibmdb,169,10,118KiB,1.2.2,"January 9, 2017",0,0.0,,,True,Chrome,excel
EPO Patents Infos,https://chrome.google.com/webstore/detail/epo-patents-infos/hlafiioeeechdbmihngebbfonbocpkle,170,6,146KiB,1.0.8,"March 5, 2017",2,5.0,,,True,Chrome,excel
InboxClock,https://chrome.google.com/webstore/detail/inboxclock/emkflldkppokmamabppcjbfdjimdjmag,171,9,71.93KiB,1.2.1,"December 30, 2013",0,0.0,https://inboxclock.com,https://inboxclock.com,True,Chrome,excel
Link Redirect Trace,https://chrome.google.com/webstore/detail/link-redirect-trace/nnpljppamoaalgkieeciijbcccohlpoh,172,10875,405KiB,0.9.6 BETA,"January 25, 2017",106,4.89622641509,www.linkresearchtools.com,http://www.linkresearchtools.com,True,Chrome,excel
ExcelWorld notifications,https://chrome.google.com/webstore/detail/excelworld-notifications/piccfpjoceioagolpbiaggdcajoakddb,173,6,122KiB,1.3.6,"February 14, 2015",0,0.0,,,True,Chrome,excel
Zapier,https://chrome.google.com/webstore/detail/zapier/ngghlnfmdgnpegcmbpgehkbhkhkbkjpj,174,16725,1.14MiB,2.2.1,"March 21, 2017",31,4.1935483871,zapier.com,http://zapier.com,True,Chrome,excel
QLD Court Calculator Assistant,https://chrome.google.com/webstore/detail/qld-court-calculator-assi/cdjahfcicfcnfminhokbaipeefjljkmi,175,6,275KiB,1.1.3,"November 29, 2016",1,5.0,,,True,Chrome,excel
LNC Web firmy.cz,https://chrome.google.com/webstore/detail/lnc-web-firmycz/ephgmhldeghagaefhcccgcndgmpeaibi,176,5,620KiB,0.7.3,"July 20, 2015",1,5.0,,,True,Chrome,excel
Better Search,https://chrome.google.com/webstore/detail/better-search/ipicopkjbiphdmegamfkeieghhmcjema,177,4306,2.4MiB,0.0.31,"November 5, 2015",49,4.16326530612,,,True,Chrome,excel
Invoicely CSV Generator,https://chrome.google.com/webstore/detail/invoicely-csv-generator/bmknmffchacfcppemkllmpibknhokinh,178,3,17.8KiB,1.0,"November 30, 2016",0,0.0,,,True,Chrome,excel
Visual Studio Marketplace Metrics,https://chrome.google.com/webstore/detail/visual-studio-marketplace/fifncokofckhanlhmdacdnkbempmopbo,179,4,146KiB,1.0.2,"April 27, 2017",1,5.0,Greg Trevellick,https://gregtrevellick.github.io/VisualStudioMarketplaceMetrics/,True,Chrome,excel
"Micro sharing, highlight and share anything",https://chrome.google.com/webstore/detail/micro-sharing-highlight-a/cfafloknjegbmpkhaaoacllnngplcppa,180,1474,189KiB,1.1.3,"March 17, 2014",26,4.0,4qu.co,http://4qu.co,True,Chrome,excel
Parserr,https://chrome.google.com/webstore/detail/parserr/eehceejecefpfjjjndcdgpfabffhcfbp,181,4,14.1KiB,1.0,"March 17, 2017",0,0.0,parserr.com,http://parserr.com,True,Chrome,excel
E-Time : SDU,https://chrome.google.com/webstore/detail/e-time-sdu/docajldmbcmfajakhlaciolgpkjgmfhk,182,2,387KiB,0.0.1,"October 6, 2016",0,0.0,,,True,Chrome,excel
Power Notes Searcher,https://chrome.google.com/webstore/detail/power-notes-searcher/djddlngbcgphkahmilapbfppblobpkfm,183,309,27.82KiB,2.3,"January 21, 2017",3,5.0,in2db.com,http://in2db.com,True,Chrome,excel
minne 発送準備中一覧,https://chrome.google.com/webstore/detail/minne-%E7%99%BA%E9%80%81%E6%BA%96%E5%82%99%E4%B8%AD%E4%B8%80%E8%A6%A7/fmmgdcaemifkbdhmllgidiigmmdhelam,184,2,2.34MiB,1.0.7,"February 27, 2017",0,0.0,www.katsushikatech.net,http://www.katsushikatech.net,True,Chrome,excel
529andYou,https://chrome.google.com/webstore/detail/529andyou/nekcpognkifhchlmgddjajmaiplidfhn,185,2567,55.97KiB,2.1.0.8,"April 12, 2017",28,4.5,,,True,Chrome,excel
jd.com order exporter,https://chrome.google.com/webstore/detail/jdcom-order-exporter/acoifffpndloahjjdjepibpmncennnln,186,0,192KiB,1.1,"January 15, 2017",0,0.0,,,True,Chrome,excel
PercentRules,https://chrome.google.com/webstore/detail/percentrules/cpbddcjdbnkfnkpfegnephjnlmnlnmlj,187,1,1.05MiB,1.0,"October 23, 2016",0,0.0,,,True,Chrome,excel
Correct Download Names,https://chrome.google.com/webstore/detail/correct-download-names/mjemkpdhckalbhlafaalkljanopcpaif,188,1,37.41KiB,1.0,"January 28, 2016",0,0.0,,,True,Chrome,excel
ClassBro,https://chrome.google.com/webstore/detail/classbro/bnnblcenehabbgjidbphhhfglieifogh,189,1,513KiB,0.0.13,"July 6, 2016",1,5.0,Rohitsam,http://rohitsam.in,True,Chrome,excel
Facebook Attendance List,https://chrome.google.com/webstore/detail/facebook-attendance-list/ohjdbplpmogpamhfdjhbjcgmmgjnfiao,190,1,107KiB,1.0,"November 21, 2016",0,0.0,,,True,Chrome,excel
Diaochapai Exporter,https://chrome.google.com/webstore/detail/diaochapai-exporter/ggcbgbjfijmjiddkgoonpockfbpekolp,191,1,31.58KiB,1.1,"July 29, 2014",0,0.0,,,True,Chrome,excel
UnIimitеd Frее VРN,https://chrome.google.com/webstore/detail/uniimit%D0%B5d-fr%D0%B5%D0%B5-v%D1%80n/aehefioapkedlgdlebfnlgnmmklembnj,192,0,9.9KiB,1.3,"April 30, 2017",0,0.0,,,True,Chrome,excel
