addon_name,addon_url,search_rank,active_user,size,version,release_date,number_review,rating,author_name,author_homepage,validated,platform,search_term
Hacker News discussion,https://chrome.google.com/webstore/detail/hacker-news-discussion/iggcipafbcjfofibfhhelnipahhepmkd,168,150,7.97KiB,1.9,"September 19, 2015",5,5.0,,,True,Chrome,news
PSG - Paris Saint-Germain News,https://chrome.google.com/webstore/detail/psg-paris-saint-germain-n/lbegjogflkhmjfmmplcamhkllhglponi,169,169,119KiB,0.1.30,"July 20, 2016",7,4.28571428571,https://www.kaistudios.com,https://www.kaistudios.com,True,Chrome,news
Crooked News Network,https://chrome.google.com/webstore/detail/crooked-news-network/lmbpimbbaagallbjbegaogbfolaljlbo,170,20,217KiB,0.1,"February 23, 2017",3,5.0,,,True,Chrome,news
Galatasaray News,https://chrome.google.com/webstore/detail/galatasaray-news/nmofpecepjcdjmmhclmbmkbbkckednlf,171,234,138KiB,0.1.25,"July 20, 2016",77,4.87012987013,https://www.kaistudios.com,https://www.kaistudios.com,True,Chrome,news
Atlético Mineiro News,https://chrome.google.com/webstore/detail/atl%C3%A9tico-mineiro-news/cjgdkajggaepdealamkfjpeapdfimlpl,172,1434,216KiB,1.1,"November 26, 2015",109,4.66972477064,www.fifanews.com.br,http://www.fifanews.com.br,True,Chrome,news
News Aggregator,https://chrome.google.com/webstore/detail/news-aggregator/gieeeadhpmdhfcfbojfacgeooeenjlpl,173,46,168KiB,1.1,"April 14, 2017",6,5.0,,,True,Chrome,news
IndiaGlitz Hindi Tamil Telugu,https://chrome.google.com/webstore/detail/indiaglitz-hindi-tamil-te/kmfdcifchfmhgpmglolfgablnmeajcbd,174,2796,147KiB,1.1.0.0,"June 25, 2015",9,4.77777777778,www.indiaglitz.com,http://www.indiaglitz.com,True,Chrome,news
Bunny My News,https://chrome.google.com/webstore/detail/bunny-my-news/hejjhgihcmepiacbeomcjgmgopkhmaak,175,70,51.4KiB,1.0.1,"February 20, 2017",0,0.0,,,True,Chrome,news
Designer News + Hacker News,https://chrome.google.com/webstore/detail/designer-news-%2B-hacker-ne/gcfphbmgcedcdglcokgbcjehihkkcobc,176,18,1.86MiB,0.0.0.5,"February 24, 2014",3,3.66666666667,,,True,Chrome,news
AC milan News,https://chrome.google.com/webstore/detail/ac-milan-news/gjecmnhnijknfggikocffiflbejmjefg,177,72,120KiB,0.1.30,"July 20, 2016",5,4.6,https://www.kaistudios.com,https://www.kaistudios.com,True,Chrome,news
WoT RS - World of Tanks Рейтинги и статистика,https://chrome.google.com/webstore/detail/wot-rs-world-of-tanks-%D1%80%D0%B5%D0%B9/plhgaahcpcehcapmjpilnpenaiiibbia,178,653,616KiB,0.77.5.1,"April 3, 2016",37,4.56756756757,KhAS,http://vk.com/vdp_extension,True,Chrome,news
BBC Sports News Feed,https://chrome.google.com/webstore/detail/bbc-sports-news-feed/gmgflcbibadokaklfkoncejlecndkknn,179,558,304KiB,1.6,"April 29, 2013",1,4.0,wips.com,http://wips.com,True,Chrome,news
Media Mirror,https://chrome.google.com/webstore/detail/media-mirror/cmfajndhebcijlkdllghfohhfbkaipmg,180,135,53.22KiB,0.0.1.1,"April 8, 2013",2,3.0,,,True,Chrome,news
Better Fox News,https://chrome.google.com/webstore/detail/better-fox-news/gpeegiacncibheagdgpgcllafcdcmain,181,80,2.62KiB,1.1,"July 28, 2015",2,5.0,,,True,Chrome,news
Hacker News: Mark All Read,https://chrome.google.com/webstore/detail/hacker-news-mark-all-read/fghfahcbhpdeeaaofcefaoodmfejieok,182,51,76.59KiB,1.50,"June 7, 2016",2,5.0,wrgms.com,http://wrgms.com,True,Chrome,news
Cruzeiro News,https://chrome.google.com/webstore/detail/cruzeiro-news/odblgldbdfgoongnhiadikechoccbiep,183,1519,302KiB,1.2,"November 26, 2015",116,4.60344827586,www.fifanews.com.br,http://www.fifanews.com.br,True,Chrome,news
GCUF News Caster,https://chrome.google.com/webstore/detail/gcuf-news-caster/pfdmilmlopblmoojggfacmdemdodknog,184,37,238KiB,0.1,"January 19, 2014",9,5.0,,,True,Chrome,news
College Basketball News,https://chrome.google.com/webstore/detail/college-basketball-news/lbjfchofagfblofekkeeingmfobikold,185,152,108KiB,0.4,"March 22, 2014",1,4.0,,,True,Chrome,news
Hacker News Lookup,https://chrome.google.com/webstore/detail/hacker-news-lookup/ekfmfhhfalhmiacchemmhapffjaolffo,186,106,479KiB,0.1.0,"February 4, 2017",6,5.0,jazzytomato,http://jazzytomato.com/hnlookup-chrome-extension-clojurescript/,True,Chrome,news
Talking Web,https://chrome.google.com/webstore/detail/talking-web/hdeikpphnbclpacdjdjjkpmbcacopnog,187,12835,88.35KiB,1.0.7.23,"July 23, 2015",129,4.38759689922,,,True,Chrome,news
Hacker News Tweak,https://chrome.google.com/webstore/detail/hacker-news-tweak/egohkpmjomkefbidmbkjiefkihenmkck,188,20,58.93KiB,1.1,"June 19, 2013",3,5.0,lishi1608,https://github.com/seekerlee/Hacker-News-Tweak,True,Chrome,news
Haxor News,https://chrome.google.com/webstore/detail/haxor-news/gjaggfmpckomkgemlbgpoacjbgpacndc,189,50,174KiB,1.0,"March 23, 2015",1,5.0,Ram Sharma,http://www.ramsharma.com,True,Chrome,news
Personal news extension.,https://chrome.google.com/webstore/detail/personal-news-extension/egddcfgloagfefgjlmbajfgolapdbgpd,190,58,61.35KiB,1.0,"November 25, 2012",0,0.0,,,True,Chrome,news
This Is Fake,https://chrome.google.com/webstore/detail/this-is-fake/peeibjiaceaafioopngfaneonhcdbmhb,191,16942,144KiB,0.2.6,"March 8, 2017",43,2.88372093023,slate-chrome-extension-publishers,https://www.thisisfake.org,True,Chrome,news
Yahoo! Cricket,https://chrome.google.com/webstore/detail/yahoo-cricket/ogmoafgeaapfomfohkbmcibjpajndmmn,192,10299,609KiB,2.0.0,"February 28, 2014",132,4.56060606061,cricket.yahoo.com,http://cricket.yahoo.com,True,Chrome,news
Naver News Comments Block,https://chrome.google.com/webstore/detail/naver-news-comments-block/cianjjiobeieddekljmhlcphpmbagglp,193,250,15.59KiB,1.1.1,"April 16, 2014",6,4.83333333333,,,True,Chrome,news
News Feed Eradicator for LinkedIn,https://chrome.google.com/webstore/detail/news-feed-eradicator-for/fcnlpkohldehaafajgejaplghjojeekg,194,122,416KiB,1.0,"June 28, 2016",5,3.6,nesbittweb.com,http://nesbittweb.com,True,Chrome,news
InShorts,https://chrome.google.com/webstore/detail/inshorts/ihdhfdeffimajgfmlfhhnhkckfedaikd,195,396,316KiB,0.8,"October 19, 2016",9,4.88888888889,masthead1,https://www.inshorts.com,True,Chrome,news
Discovery channel News,https://chrome.google.com/webstore/detail/discovery-channel-news/kpghhnieiolmfhfaapkbfdgeapeinpph,196,303,300KiB,2.0.1,"September 23, 2013",3,4.0,wips.com,http://wips.com,True,Chrome,news
Atlético Madrid News,https://chrome.google.com/webstore/detail/atl%C3%A9tico-madrid-news/eiejnmbppklldemhpdppgchlenonkmck,197,45,165KiB,0.1.31,"June 1, 2016",1,5.0,www.kaistudios.com,http://www.kaistudios.com,True,Chrome,news
News Search,https://chrome.google.com/webstore/detail/news-search/pbljkehablhbmagcoenahcfnokpiaphh,198,41,602KiB,0.1.2.1,"May 12, 2015",2,4.0,pluraldev.com,http://pluraldev.com/apps.html,True,Chrome,news
Pulse by Zerodha,https://chrome.google.com/webstore/detail/pulse-by-zerodha/bjclahdopnlbobebbaomknljkkcljfmp,199,6839,7.37KiB,1.2,"August 8, 2016",84,4.86904761905,Rainmatter / Zerodha,http://pulse.zerodha.com,True,Chrome,news
Hacker News Infinite Scrolling,https://chrome.google.com/webstore/detail/hacker-news-infinite-scro/boghlppglbnfcjiiahhiagdjboocohca,200,99,40.7KiB,2.1,"August 30, 2012",5,3.8,dvoiss,http://dvoiss.com,True,Chrome,news
Facebook News-feed Destroyer,https://chrome.google.com/webstore/detail/facebook-news-feed-destro/mhgobppjcolopimacndhnomlmodhgpne,201,117,39.95KiB,1.0,"February 3, 2013",4,3.0,,,True,Chrome,news
Animal Planet News,https://chrome.google.com/webstore/detail/animal-planet-news/dkmaefpllmdmkpdgadjokeboekcemncf,202,1787,301KiB,2.0.1,"September 23, 2013",3,2.66666666667,wips.com,http://wips.com,True,Chrome,news
GameofSpoils: Game of Thrones Spoiler Blocker,https://chrome.google.com/webstore/detail/gameofspoils-game-of-thro/ipjhpmdippbajafafidlinjjmfkdamci,203,9095,95.64KiB,1.2.2,"June 5, 2016",77,4.31168831169,elstoo,https://github.com/stu-blair/game-of-spoils,True,Chrome,news
Breaking News Sensacionalista,https://chrome.google.com/webstore/detail/breaking-news-sensacional/jnogmjgohiohogkeimkjbndgipngkhcj,204,208,189KiB,1.28.1,"March 30, 2016",6,4.83333333333,,,True,Chrome,news
Geeks Fest - New Tab Gaming News,https://chrome.google.com/webstore/detail/geeks-fest-new-tab-gaming/klpopehbdgalchfjnkgdbkkphejdhckl,205,236,176KiB,1.3.6,"September 12, 2016",12,4.25,Geeks Fest,http://geeksfest.com/,True,Chrome,news
Porter Plug,https://chrome.google.com/webstore/detail/porter-plug/lngoojfoglemfpbeiomhgheccpdheilp,206,414,81.69KiB,1.0.2,"February 15, 2015",3,5.0,https://porter.io,https://porter.io,True,Chrome,news
Facebook Ultimate Filter,https://chrome.google.com/webstore/detail/facebook-ultimate-filter/mppbamfnjobciklgefjfdafelgjhelob,207,178,3.61MiB,1.1.5,"February 6, 2017",6,4.16666666667,,,True,Chrome,news
Blissfully: Facebook News Feed Filter,https://chrome.google.com/webstore/detail/blissfully-facebook-news/edimgjkkihhbddfkjipafefdjjbmlbbk,208,214,41.17KiB,1.0.2,"April 18, 2016",7,4.57142857143,,,True,Chrome,news
MundoTKM - Hot News!,https://chrome.google.com/webstore/detail/mundotkm-hot-news/cpjlkljjclganmdhpbcomjpdpnhcjenb,209,643,68.5KiB,1.2,"May 16, 2013",42,4.66666666667,,,True,Chrome,news
Designer News Infinite Scroll,https://chrome.google.com/webstore/detail/designer-news-infinite-sc/ifcdhhlnaaihchkholamfojcifehgjkd,210,59,122KiB,1.0.3,"May 12, 2016",1,5.0,,,True,Chrome,news
Todobook,https://chrome.google.com/webstore/detail/todobook/ihbejplhkeifejcpijadinaicidddbde,211,4298,782KiB,1.2.5,"April 15, 2017",140,4.75,,,True,Chrome,news
Sixyards: personalised sport news,https://chrome.google.com/webstore/detail/sixyards-personalised-spo/idccpbcgiongjcddojfifeemcpbmbdek,212,81,859KiB,1.0.3,"November 8, 2013",5,4.8,sixyards.co,http://sixyards.co,True,Chrome,news
"Facebook News feed ""Sponsored"" Ads Blocker",https://chrome.google.com/webstore/detail/facebook-news-feed-sponso/kdlngaadleajjcbgmojbdoeakjkopojo,213,41,2.25KiB,1.0.1,"July 3, 2013",1,1.0,,,True,Chrome,news
CBS News Video,https://chrome.google.com/webstore/detail/cbs-news-video/pchadgaagbohiodjenpgjhhhcdnpopgm,214,236,2.45KiB,2.0,"September 11, 2012",2,5.0,,,True,Chrome,news
Exclude Topics from Google News,https://chrome.google.com/webstore/detail/exclude-topics-from-googl/kkmmbhidlbgoihganelknnokpmcnjffl,215,214,151KiB,0.0.5,"April 12, 2017",8,4.375,,,True,Chrome,news
Santos News,https://chrome.google.com/webstore/detail/santos-news/jfkhpaafjkdiecnpgdobdgdeoogcgaaf,216,779,482KiB,0.0.8,"April 24, 2013",49,4.65306122449,www.fifanews.com.br,http://www.fifanews.com.br,True,Chrome,news
Electronic Interconnect Industry News By PIEK,https://chrome.google.com/webstore/detail/electronic-interconnect-i/iojckblbgccccimckbkiiebacdibaebp,217,68,13.69KiB,2.2.1,"February 11, 2015",8,4.875,piek.international,http://piek.international,True,Chrome,news
Kiwi Conversations,https://chrome.google.com/webstore/detail/kiwi-conversations/pkifhlefpamigmobjmjjjnjglpebflhp,218,297,467KiB,1.2.6,"July 5, 2016",6,4.66666666667,,,True,Chrome,news
Social Fixer for Facebook,https://chrome.google.com/webstore/detail/social-fixer-for-facebook/ifmhoabcaeehkljcfclfiieohkohdgbb,219,192161,331KiB,19.0.0,"March 7, 2017",3026,4.30568407138,socialfixer.com,http://socialfixer.com,True,Chrome,news
Daily News,https://chrome.google.com/webstore/detail/daily-news/adhabahllpjledcanhgokkjaalejkgln,220,28,342KiB,1.0,"February 27, 2016",1,5.0,,,True,Chrome,news
No News (is Good News!),https://chrome.google.com/webstore/detail/no-news-is-good-news/fnikidjfogfllkinoahanihoddalbhil,221,31,77.07KiB,0.4,"January 25, 2013",2,5.0,www.nonews.info,http://www.nonews.info,True,Chrome,news
Game News,https://chrome.google.com/webstore/detail/game-news/aokhfhlmimfcbjfolhncmckcfphdlfhp,222,32,388KiB,1.0,"March 28, 2016",2,3.0,,,True,Chrome,news
LA Times News,https://chrome.google.com/webstore/detail/la-times-news/midojiicdpmbahiapmnjalppgpamnkpj,223,252,299KiB,2.0.1,"September 24, 2013",0,0.0,wips.com,http://wips.com,True,Chrome,news
Flamengo News,https://chrome.google.com/webstore/detail/flamengo-news/nipdbjglnjpojgfeffngabmkkflgkfii,224,734,485KiB,0.0.9,"April 24, 2013",34,4.35294117647,www.fifanews.com.br,http://www.fifanews.com.br,True,Chrome,news
Facebook News Feed Hider,https://chrome.google.com/webstore/detail/facebook-news-feed-hider/bkbfafoelodldgihjdbknpnhgfdmffhl,225,25,281KiB,1.0,"August 11, 2015",2,3.0,,,True,Chrome,news
SNARC - A Social News Aggregator,https://chrome.google.com/webstore/detail/snarc-a-social-news-aggre/cbmdbedimcokfideebbdpdgbhlljheko,226,152,260KiB,1.67,"March 18, 2015",7,5.0,ahmad.a.assaf,http://snarcapp.com,True,Chrome,news
NewsBot - Give me 5,https://chrome.google.com/webstore/detail/newsbot-give-me-5/gahbhdbjjomehdmbjielhoflcmnecief,227,5434,256KiB,0.1.21,"April 10, 2017",40,4.35,https://getnewsbot.com,https://getnewsbot.com,True,Chrome,news
Hacked News,https://chrome.google.com/webstore/detail/hacked-news/klijiafmajbhbkhjbfajmdbogjlcibeb,228,35,36.88KiB,0.1.2,"August 11, 2013",3,5.0,,,True,Chrome,news
Boston Red Sox News,https://chrome.google.com/webstore/detail/boston-red-sox-news/enaojehdeihlkdmiokahilcjjdieojhm,229,49,108KiB,0.1.30,"September 4, 2016",0,0.0,https://www.kaistudios.com,https://www.kaistudios.com,True,Chrome,news
Terra Incognita: 1000 Cities of the World,https://chrome.google.com/webstore/detail/terra-incognita-1000-citi/hpiijgedgifmfegahhaaoamckbliijih,230,9146,544KiB,2.2,"July 2, 2014",2,2.5,Catherine D'Ignazio,https://terra-incognita.co,True,Chrome,news
Aajkiawaaz.com,https://chrome.google.com/webstore/detail/aajkiawaazcom/hmccigdfaigeaokdaheibbdflmdjgdgc,231,44,80.55KiB,1.1,"December 12, 2016",2,5.0,www.aajkiawaaz.com,http://www.aajkiawaaz.com,True,Chrome,news
Fluminense News,https://chrome.google.com/webstore/detail/fluminense-news/aokcikilfhiapjkdphbnpiappoaebgid,232,675,509KiB,0.0.7,"January 28, 2013",29,4.41379310345,www.fifanews.com.br,http://www.fifanews.com.br,True,Chrome,news
MLB by ScoopsZone,https://chrome.google.com/webstore/detail/mlb-by-scoopszone/hfacmfdhcfonfcbkbepgkkmhibjbhfac,233,826,2.73MiB,1.0.3,"February 3, 2016",15,4.26666666667,,,True,Chrome,news
ESPNCricinfo,https://chrome.google.com/webstore/detail/espncricinfo/ijhlikjoigjegofbedmfmlcfkmhabldh,234,163071,101KiB,1.8.5.2,"April 15, 2015",974,4.48357289528,www.espncricinfo.com,http://www.espncricinfo.com,True,Chrome,news
Healthcare Guys Digital Health News Curator,https://chrome.google.com/webstore/detail/healthcare-guys-digital-h/hkkcemdlpcikkadbbcedmgdhcjpjdaeg,235,40,1.68MiB,3.0.0,"January 20, 2017",3,5.0,www.netspective.media,http://www.netspective.media,True,Chrome,news
Hacker News Feed,https://chrome.google.com/webstore/detail/hacker-news-feed/gnbcehahhollgehdncegnjcoflocfghb,236,41,44.58KiB,0.1.0,"June 27, 2015",2,5.0,,,True,Chrome,news
Mock This by MetaCert,https://chrome.google.com/webstore/detail/mock-this-by-metacert/felmjclcjadopolhjmlbemfekjaojfbn,237,69,163KiB,1.0.14,"April 19, 2017",8,4.5,MetaCert - Experts in Internet Security,https://metacert.com/,True,Chrome,news
MotoGP News,https://chrome.google.com/webstore/detail/motogp-news/nndjmppcicacmkgeeckfbpjpalocijld,238,210,299KiB,2.0.1,"September 24, 2013",6,2.5,wips.com,http://wips.com,True,Chrome,news
NBA ScoopsZone,https://chrome.google.com/webstore/detail/nba-scoopszone/pooiemhefbajoinogpdbpipkbphbjjpn,239,746,2.76MiB,1.0.4,"February 4, 2016",10,4.5,,,True,Chrome,news
Siwdesa News,https://chrome.google.com/webstore/detail/siwdesa-news/flfgnafjfcihnllbcoghcoapallgcgen,240,34,38.03KiB,0.1,"March 10, 2015",3,4.66666666667,www.siwdesa.com,http://www.siwdesa.com,True,Chrome,news
Política News,https://chrome.google.com/webstore/detail/pol%C3%ADtica-news/pkalljcdeidflgaaecmcaijkgfaifjkf,241,29,388KiB,1.0,"March 28, 2016",2,4.5,,,True,Chrome,news
Ledger Wallet News,https://chrome.google.com/webstore/detail/ledger-wallet-news/hghdabmpcgbfnladjlbkgkkbholjdkfc,242,78,17.54KiB,1.0.1,"March 31, 2017",0,0.0,,,True,Chrome,news
TuneYou Radio,https://chrome.google.com/webstore/detail/tuneyou-radio/pogdljdimimljijkaaiaekimfjdnjoll,243,3059,82.84KiB,1.0.3,"February 21, 2017",30,4.76666666667,tuneyou.com,http://tuneyou.com,True,Chrome,news
"Tykkr - Ridiculous Amounts of News, Now.",https://chrome.google.com/webstore/detail/tykkr-ridiculous-amounts/bidhblgejaeihkcafilickciafjimlcc,244,12,50.62KiB,1.0.1,"January 9, 2017",3,4.66666666667,Celsius.Technology,http://www.tykkr.com,True,Chrome,news
Los Angeles Dodgers News,https://chrome.google.com/webstore/detail/los-angeles-dodgers-news/ilbadjefahdflmnieegaalbppbohhfbm,245,45,94.85KiB,0.1.30,"September 4, 2016",0,0.0,kaistudios.com,http://kaistudios.com,True,Chrome,news
News - Rss Reader,https://chrome.google.com/webstore/detail/news-rss-reader/jfeobdmdoohcjgafppibgoomhpjemeah,246,31,718KiB,1.1.2,"April 2, 2014",1,5.0,,,True,Chrome,news
Share Hacker News on Facebook,https://chrome.google.com/webstore/detail/share-hacker-news-on-face/hgiheeblinonmojjgcgeecfcmnjeojhi,247,122,128KiB,1.0.0.2,"August 13, 2013",9,3.88888888889,leknarflabs.com,http://leknarflabs.com,True,Chrome,news
Digital Marketing News and Advice,https://chrome.google.com/webstore/detail/digital-marketing-news-an/benhgkcofjmkfagilaglbjhdcpfccoag,248,70,61.89KiB,1.6,"June 22, 2014",1,5.0,www.fourthsource.com,http://www.fourthsource.com,True,Chrome,news
Internacional News,https://chrome.google.com/webstore/detail/internacional-news/jbglclkefbekehkgimdioaegpgcajfai,249,387,619KiB,0.0.7,"January 28, 2013",17,4.82352941176,www.fifanews.com.br,http://www.fifanews.com.br,True,Chrome,news
Jolome News (BJ),https://chrome.google.com/webstore/detail/jolome-news-bj/fichiggbmfndnemijoijblgkgnbegjif,250,157,206KiB,0.0.2,"November 26, 2014",1,5.0,jolome.com,http://jolome.com,True,Chrome,news
Foxtrick,https://chrome.google.com/webstore/detail/foxtrick/bpfbbngccefbbndginomofgpagkjckik,251,50451,5.39MiB,0.17.0.1,"June 4, 2016",519,4.82658959538,foxtrick.org,http://foxtrick.org,True,Chrome,news
Hacker News Toolbar,https://chrome.google.com/webstore/detail/hacker-news-toolbar/klgjkppmmjmbfpgamidepddkjmdagobn,252,66,47.12KiB,1.0.2,"September 29, 2012",1,5.0,Habosa Apps,http://samuelstern.wordpress.com/,True,Chrome,news
Article Analyst,https://chrome.google.com/webstore/detail/article-analyst/ochdgfcjleejnijggkjghkdmledepjdd,253,74,198KiB,1.0.1.0,"September 10, 2013",1,5.0,,,True,Chrome,news
The Wall Street Journal News,https://chrome.google.com/webstore/detail/the-wall-street-journal-n/kijngfblmknkjehmjpgdofhhibjiloeh,254,701,303KiB,2.0.2,"September 23, 2013",1,1.0,wips.com,http://wips.com,True,Chrome,news
NewsOJ — Hot News & Breaking News,https://chrome.google.com/webstore/detail/newsoj-%E2%80%94-hot-news-breakin/gmeafioficigjjhlhbdnkpkpfamgehpb,255,18,8.89KiB,1.0,"November 8, 2016",0,0.0,www.newsoj.com,http://www.newsoj.com,True,Chrome,news
Google News Top Stories Remover,https://chrome.google.com/webstore/detail/google-news-top-stories-r/dgedpkfeahamhnlmfeeobipjomledbji,256,45,31.68KiB,0.1,"February 17, 2016",5,4.4,,,True,Chrome,news
New York Times News,https://chrome.google.com/webstore/detail/new-york-times-news/ooanndipnoefnpiccjekncflhpoeaefm,257,135,11.19MiB,0.1,"February 28, 2016",2,2.5,,,True,Chrome,news
MANISH - מבזקי חדשות ועדכונים בזמן אמת,https://chrome.google.com/webstore/detail/manish-%D7%9E%D7%91%D7%96%D7%A7%D7%99-%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%95%D7%A2%D7%93%D7%9B%D7%95%D7%A0/eobpapcdeiekhkamhijdmmoagiaocpgj,258,157,3.46MiB,1.96,"October 30, 2016",5,5.0,,,True,Chrome,news
unFakebook,https://chrome.google.com/webstore/detail/unfakebook/aidlbaclkaebhagalmipjeingpgcoggi,259,13,31.45KiB,0.0.0.1,"February 7, 2017",0,0.0,leoebrown,http://leoebrown.com,True,Chrome,news
La Liga ScoopsZone,https://chrome.google.com/webstore/detail/la-liga-scoopszone/mjnnnmlnoambleklofpanbkkdegggcco,260,126,2.02MiB,1.0.3,"January 19, 2016",12,4.66666666667,ScoopsZone,http://laliga.scoops.zone/,True,Chrome,news
Georgify,https://chrome.google.com/webstore/detail/georgify/ofjfdfaleomlfanfehgblppafkijjhmi,261,1795,13.18KiB,1.2.1,"October 20, 2013",83,4.42168674699,Tuhin Kumar,http://tuhin.co,True,Chrome,news
News-Topic-Blocker,https://chrome.google.com/webstore/detail/news-topic-blocker/moilhdaebcinkimmeagabpkobbpkgcnc,262,346,5.46KiB,1.0.0,"April 27, 2015",15,4.53333333333,kk2011mar,http://heyhey.syoyu.net/,True,Chrome,news
SPOI Filter,https://chrome.google.com/webstore/detail/spoi-filter/ccklmambcfmhahigkfmpmcafjlbjnnha,263,196,516KiB,1.8.16,"April 19, 2017",7,2.14285714286,spoi.com,http://spoi.com,True,Chrome,news
Pluto TV,https://chrome.google.com/webstore/detail/pluto-tv/pdkimnjejgchcbcapfjpdaaiigdkocmh,264,2219,79.12KiB,0.2.0.2,"August 16, 2016",9,4.22222222222,Pluto TV,http://pluto.tv,True,Chrome,news
Classic for Facebook,https://chrome.google.com/webstore/detail/classic-for-facebook/ffdodpcdalagnkbkojidmmcehlnhniad,265,26654,386KiB,2.32.10,"April 12, 2017",472,3.68855932203,classicforfacebook.com,http://classicforfacebook.com,True,Chrome,news
F.B.(FluffBusting)Purity,https://chrome.google.com/webstore/detail/fbfluffbustingpurity/nmkinhboiljjkhaknpaeaicmdjhagpep,266,137127,131KiB,18.0.1.20,"April 24, 2017",1365,4.91721611722,www.fbpurity.com,http://www.fbpurity.com,True,Chrome,news
TabTab - New tab page,https://chrome.google.com/webstore/detail/tabtab-new-tab-page/alinppachfoplkpifadofmchbggehmoi,267,38330,3.2MiB,2.1.4,"April 29, 2015",706,3.81161473088,wips.com,http://wips.com,True,Chrome,news
Fact Checker,https://chrome.google.com/webstore/detail/fact-checker/cokfgekpmhapkgfieefhfjicphlollje,268,962,322KiB,1.3.5,"January 6, 2017",7,2.57142857143,www.citeevidence.org,http://www.citeevidence.org,True,Chrome,news
"Mifish NewTab(speed dial,extension)",https://chrome.google.com/webstore/detail/mifish-newtabspeed-dialex/kkljgiehnknbpnadghniojebglajbmij,269,4412,1.74MiB,3.1.3,"February 1, 2015",869,4.57652474108,,,True,Chrome,news
